3459,7232,6594,5439,5811,7362,2179,5659,2656,3075,3468,5961,4273,3416,6803,7070,3641,2468,10193,9061,8947,2849,3558,4031,8006,11776,5046,13265,13182,1888,1588,1184,2877,3312,4564,4663,4552,6803,13843,4650,1214,713,1822,1976,6358,1489,3088,4199,1569,6155,5102,2609,0,1844,5504,4653,915,3349,3559,1437,4318,3459,11694,10408,3599,4517,6698,2611,3079
3527,6402,5607,5393,6342,7783,2205,4978,1414,1499,1826,6731,5214,3158,6109,6349,2353,643,9125,7950,8196,2421,2690,3077,8195,12250,4015,13768,13624,1739,2908,2160,2003,2390,3898,4119,4480,7132,14379,3374,782,1294,811,716,6459,1051,1543,5399,3185,5521,4203,2341,1844,0,4457,4601,1052,2511,4166,1723,4157,3014,11999,10830,1756,3381,5837,3833,4021
3032,2018,1152,9743,10798,12226,6662,1206,5562,5189,2936,11170,9594,2535,1935,2100,2119,4058,4708,3560,3813,2750,1947,1473,12578,16687,459,18208,18050,3648,7036,6400,6245,6517,1314,1535,8852,11563,18823,1211,5108,5412,5255,3823,10837,4061,3004,9656,7069,1611,564,3030,5504,4457,0,2746,4691,2156,8609,6123,8511,7331,16391,15261,3973,1078,1458,8052,8379
1194,3299,3184,9867,10454,11994,6523,1864,6002,5908,4067,10608,8906,1446,2685,2954,3172,4574,6387,5464,4676,2185,2324,2338,12575,16426,2552,17917,17829,2976,6212,5805,6602,6989,1555,1243,8949,11410,18496,3154,4905,4928,5351,3896,10875,3687,3829,8735,6010,2074,2207,2271,4653,4601,2746,0,4194,2380,8194,5812,8656,7571,16315,15049,5149,2751,2952,7210,7728
3025,6499,5807,5682,6321,7837,2332,4962,2218,2481,2555,6574,4938,2832,6113,6373,2753,1621,9397,8250,8250,2170,2762,3223,8383,12293,4233,13798,13688,1233,2347,1729,2636,3069,3857,4001,4766,7233,14391,3775,777,759,1381,1060,6680,630,2173,4965,2448,5481,4327,1978,915,1052,4691,4194,0,2556,4065,1619,4485,3460,12138,10898,2764,3671,5951,3362,3722
1710,3956,3253,7904,8787,10262,4670,2472,3818,3618,1694,9100,7487,1085,3614,3862,878,2307,6849,5712,5728,723,209,685,10704,14731,1698,16246,16113,1501,4892,4280,4470,4815,1388,1624,6991,9623,16851,1485,3053,3295,3320,1809,8969,1927,1453,7516,4913,3013,1772,994,3349,2511,2156,2380,2556,0,6558,4064,6667,5516,14504,13318,2769,1229,3401,5913,6270
7002,10511,9755,2279,2261,3803,1987,9010,3440,4053,5915,2566,1239,6887,10160,10414,6518,4664,13291,12116,12285,6234,6756,7187,4486,8236,8160,9737,9637,5291,2138,2390,2882,2954,7905,8063,1692,3254,10327,7539,3509,3307,3401,4789,2938,4664,5693,1854,2615,9537,8315,6038,3559,4166,8609,8194,4065,6558,0,2495,1741,2120,8136,6855,5342,7539,9952,1501,804
4636,8016,7266,4085,4730,6229,752,6521,1618,2207,3538,5048,3494,4448,7670,7922,4051,2298,10817,9649,9791,3768,4262,4693,6763,10692,5672,12202,12083,2851,1375,646,1577,1983,5417,5586,3177,5617,12800,5082,1016,895,1081,2301,5066,2186,3266,3690,1850,7051,5820,3591,1437,1723,6123,5812,1619,4064,2495,0,2918,2022,10521,9291,3208,5059,7458,2159,2298
7504,10504,9658,1238,2676,3825,2169,9128,2954,3421,5613,3413,2797,7245,10250,10482,6397,4456,13049,11863,12305,6526,6842,7208,4067,8218,8091,9740,9558,5681,3340,3195,2271,2072,8055,8274,355,3124,10368,7344,3751,3807,3353,4868,2327,4969,5507,3538,3926,9673,8321,6392,4318,4157,8511,8656,4485,6667,1741,2918,0,1182,7881,6784,4771,7437,9937,3089,2479
6442,9327,8478,2413,3730,4984,1305,7967,1772,2254,4430,4363,3353,6143,9082,9312,5219,3280,11869,10683,11129,5415,5686,6041,5248,9397,6914,10919,10740,4611,2866,2473,1089,933,6902,7131,1531,4291,11546,6161,2695,2854,2226,3730,3509,3889,4328,3946,3467,8513,7149,5300,3459,3014,7331,7571,3460,5516,2120,2022,1182,0,9062,7964,3607,6258,8760,2997,2594
15126,18381,17539,6651,5900,4337,9850,16975,10833,11263,13487,5983,7661,14969,18109,18347,14277,12335,20900,19714,20181,14283,14688,15072,3814,1127,15970,2177,1829,13371,10223,10520,10150,9908,15887,16083,7540,4906,2813,15222,11488,11391,11189,12696,5554,12700,13388,8157,10593,17517,16192,14112,11694,11999,16391,16315,12138,14504,8136,10521,7881,9062,0,1430,12591,15317,17814,9337,8702
13857,17231,16413,5586,4597,3062,8649,15789,9731,10202,12390,4598,6297,13730,16931,17175,13142,11205,19833,18646,19026,13059,13507,13907,2796,1436,14830,2956,2795,12131,8905,9245,9050,8846,14692,14874,6433,3699,3588,14112,10277,10145,10021,11513,4478,11477,12262,6759,9248,16326,15033,12876,10408,10830,15261,15049,10898,13318,6855,9291,6784,7964,1430,0,11546,14183,16665,7990,7376
4339,5987,5072,5962,7303,8590,3394,4863,1912,1353,1119,7848,6517,3784,5869,6060,2068,1144,8310,7125,7768,3123,2845,2999,8793,12982,3622,14502,14307,2941,4538,3772,2549,2701,3964,4273,5126,7894,15133,2763,2480,3024,2128,1877,7070,2503,1324,6844,4888,5398,3946,3206,3599,1756,3973,5149,2764,2769,5342,3208,4771,3607,12591,11546,0,2979,5431,5363,5402
2583,3072,2230,8671,9722,11148,5587,1900,4493,4140,1898,10102,8540,1973,2895,3097,1041,2982,5759,4595,4873,1923,1038,598,11504,15609,659,17130,16973,2717,6016,5359,5175,5456,1224,1564,7777,10486,17745,403,4046,4373,4177,2760,9763,3045,1931,8627,6086,2425,970,2205,4517,3381,1078,2751,3671,1229,7539,5059,7437,6258,15317,14183,2979,0,2506,7025,7328
3715,567,514,11172,12168,13620,8035,1141,6998,6641,4390,12500,10887,3411,663,703,3541,5480,3560,2538,2369,3853,3199,2767,14001,18086,1848,19605,19457,4810,8268,7678,7678,7961,2148,2135,10274,12966,20216,2669,6443,6696,6644,5171,12261,5325,4435,10892,8236,920,1638,4110,6698,5837,1458,2952,5951,3401,9952,7458,9937,8760,17814,16665,5431,2506,0,9293,9670
6023,9834,9166,3779,3461,5021,2128,8267,3638,4268,5659,3431,1712,6025,9413,9680,6069,4440,12758,11610,11557,5456,6120,6584,5841,9311,7594,10773,10722,4491,1026,1684,3307,3560,7170,7274,3125,4571,11332,7103,3062,2656,3239,4301,4397,3991,5353,1604,1258,8767,7681,5219,2611,3833,8052,7210,3362,5913,1501,2159,3089,2997,9337,7990,5363,7025,9293,0,711
