0,19,6247.973818
0,20,5710.174223
0,25,15232.22007
0,26,2681.50117
0,23,2015.088547
0,24,11394.40636
0,29,1831.630023
0,30,5021.219443
0,27,16723.5026
0,28,16636.16765
0,65,2583.221036
0,66,3715.497047
0,63,13857.15285
0,64,4338.970633
0,67,6023.378093
0,68,6535.099913
0,33,5911.290071
0,34,1726.40069
0,31,4612.473282
0,32,5508.463115
0,37,10223.10069
0,38,17302.32289
0,35,1603.742098
0,36,7790.088669
0,41,3747.701982
0,42,4239.261851
0,39,2957.75056
0,40,3756.329922
0,45,2554.89198
0,46,3026.997566
0,43,2850.286182
0,44,9701.632151
0,49,2958.92504
0,50,2474.077509
0,47,7560.005536
0,48,4835.029079
0,53,3527.159827
0,54,3031.646453
0,51,1198.81525
0,52,3459.021134
0,57,1710.356572
0,58,7002.377106
0,55,1193.5935
0,56,3024.957843
0,61,6442.348326
0,62,15126.20205
0,59,4636.132767
0,60,7503.778997
0,1,4162.423167
0,2,3807.351249
0,5,10803.44382
0,6,5356.666816
0,3,8706.273563
0,4,9261.670573
0,9,4917.089262
0,10,3344.893962
0,7,2575.295957
0,8,4940.757409
0,13,637.9163699
0,14,3614.23933
0,11,9415.624354
0,12,7716.025016
0,17,3597.148567
0,18,7262.967429
0,15,3890.871944
0,16,2588.052371
0,21,1217.470523
0,22,1759.679572
1,19,2177.277822
1,20,1801.521364
1,25,18651.72518
1,26,2414.609558
1,23,3329.429831
1,24,14568.59331
1,29,5344.658684
1,30,8807.753704
1,27,20170.25445
1,28,20023.25509
1,65,3072.327351
1,66,567.2840107
1,63,17230.5672
1,64,5987.011905
1,67,9833.52467
1,68,10220.08254
1,33,8527.5861
1,34,2669.769828
1,31,8227.127288
1,32,8245.29807
1,37,13531.69454
1,38,20780.86007
1,35,2620.173551
1,36,10841.46216
1,41,7246.625935
1,42,7209.74637
1,39,3226.508165
1,40,7002.698179
1,45,5874.957302
1,46,5001.635551
1,43,5733.095861
1,44,12827.74085
1,49,1227.707774
1,50,2200.271783
1,47,11429.24052
1,48,8761.620163
1,53,6402.016382
1,54,2017.997005
1,51,4633.758513
1,52,7232.034692
1,57,3955.694057
1,58,10510.91363
1,55,3299.162804
1,56,6498.781063
1,61,9327.171046
1,62,18380.93941
1,59,8016.051164
1,60,10503.79066
1,2,956.219791
1,0,4162.423167
1,5,14184.48911
1,6,8598.388258
1,3,11739.5477
1,4,12730.1993
1,9,7205.048985
1,10,4953.268977
1,7,1604.868568
1,8,7564.573227
1,13,3905.591539
1,14,650.0182338
1,11,13055.80678
1,12,11436.42095
1,17,6047.690654
1,18,3105.357677
1,15,453.608034
1,16,4107.975385
1,21,4383.148757
1,22,3755.144076
2,19,2489.601795
2,20,2697.118854
2,25,17838.99702
2,26,1594.87531
2,23,2585.38787
2,24,13725.60155
2,29,4715.687985
2,30,8144.898234
2,27,19359.71346
2,28,19201.35016
2,65,2230.26119
2,66,514.2113276
2,63,16412.60507
2,64,5072.002659
2,67,9165.903944
2,68,9510.632285
2,33,7655.455858
2,34,2135.258564
2,31,7525.340442
2,32,7390.904109
2,37,12715.41356
2,38,19975.71498
2,35,2203.63894
2,36,10000.6747
2,41,6538.200208
2,42,6406.504236
2,39,2328.419901
2,40,6250.294525
2,45,5177.090221
2,46,4152.792732
2,43,4966.660121
2,44,11985.27018
2,49,1295.259353
2,50,1493.602927
2,47,10768.79586
2,48,8149.547974
2,53,5607.37187
2,54,1152.317515
2,51,4049.927225
2,52,6593.680841
2,57,3253.243693
2,58,9754.911971
2,55,3183.613356
2,56,5806.847999
2,61,8477.635467
2,62,17539.33807
2,59,7265.962936
2,60,9658.473764
2,1,956.219791
2,0,3807.351249
2,5,13378.57102
2,6,7812.5568
2,3,10889.92726
2,4,11949.2364
2,9,6319.211707
2,10,4067.899179
2,7,1319.274448
2,8,6707.813316
2,13,3426.306241
2,14,1174.466339
2,11,12313.43562
2,12,10726.61006
2,17,5208.492982
2,18,3599.740452
2,15,1205.758504
2,16,3270.720086
2,21,3779.60621
2,22,3045.522078
3,19,13074.18798
3,20,13540.87092
3,25,7021.998705
3,26,9326.265007
3,23,8446.556862
3,24,2839.051851
3,29,6891.580389
3,30,4276.047709
3,27,8540.901394
3,28,8346.111858
3,65,8671.200191
3,66,11172.26659
3,63,5586.312916
3,64,5962.062609
3,67,3778.758877
3,68,3080.587905
3,33,3265.283507
3,34,9291.640737
3,31,4275.598812
3,32,3499.095471
3,37,2005.864163
3,38,9174.111778
3,35,9508.250047
3,36,919.2013004
3,41,4979.643845
3,42,4587.388968
3,39,8571.251925
3,40,4964.557393
3,45,6186.341887
3,46,6740.692706
3,43,6102.608754
3,44,1108.368563
3,49,10911.04394
3,50,9558.792345
3,47,3704.003248
3,48,4819.351949
3,53,5393.304999
3,54,9743.346425
3,51,7610.917003
3,52,5438.73286
3,57,7904.142237
3,58,2278.524675
3,55,9867.437546
3,56,5681.630461
3,61,2412.912756
3,62,6651.144398
3,59,4085.19439
3,60,1238.220986
3,1,11739.5477
3,2,10889.92726
3,0,8706.273563
3,5,2719.133789
3,6,3350.589474
3,4,1928.274136
3,9,4622.036148
3,10,6836.521001
3,7,10365.57197
3,8,4182.38774
3,13,8465.822634
3,14,11487.73901
3,11,2809.832751
3,12,2884.179501
3,17,5691.911404
3,18,14260.60094
3,15,11719.84864
3,16,7632.103314
3,21,7751.41181
3,22,8080.081732
4,19,14265.82487
4,20,14513.66622
4,25,5975.081926
4,26,10355.97072
4,23,9400.994345
4,24,2434.146811
4,29,7550.050001
4,30,4323.24075
4,27,7477.314122
4,28,7375.690755
4,65,9722.485745
4,66,12168.10363
4,63,4596.569417
4,64,7302.932821
4,67,3460.582442
4,68,2805.113001
4,33,4662.849833
4,34,10146.78158
4,31,4649.757277
4,32,4754.293126
4,37,1160.281007
4,38,8071.701608
4,35,10313.40534
4,36,2342.849332
4,41,5563.542415
4,42,5547.058348
4,39,9691.863031
4,40,5733.898493
4,45,6911.972401
4,46,7833.986714
4,43,6997.178936
4,44,1513.685796
4,49,11780.5877
4,50,10530.23614
4,47,2575.93264
4,48,4707.922402
4,53,6341.887894
4,54,10798.32464
4,51,8296.56485
4,52,5811.11457
4,57,8787.180414
4,58,2261.343201
4,55,10454.28615
4,56,6320.717021
4,61,3730.103805
4,62,5899.720607
4,59,4729.774599
4,60,2675.506307
4,1,12730.1993
4,2,11949.2364
4,0,9261.670573
4,5,1565.774564
4,6,4136.746504
4,3,1928.274136
4,9,5956.208397
4,10,8013.450896
4,7,11249.70865
4,8,5403.756058
4,13,9147.045786
4,14,12397.78539
4,11,904.0023921
4,12,1876.826505
4,17,6782.707107
4,18,15447.35838
4,15,12648.71054
4,16,8688.625654
4,21,8488.279299
4,22,8982.132507
5,19,15646.52909
5,20,15976.66422
5,25,4469.437151
5,26,11791.4161
5,23,10857.456
5,24,1131.234027
5,29,9069.58694
5,30,5887.806256
5,27,5986.032767
5,28,5854.918383
5,65,11148.30983
5,66,13619.55029
5,63,3062.067675
5,64,8589.807011
5,67,5021.195954
5,68,4370.846742
5,33,5895.165158
5,34,11633.48337
5,31,6192.034776
5,32,6059.07594
5,37,713.2792762
5,38,6597.585423
5,35,11812.75739
5,36,3469.540489
5,41,7083.537049
5,42,6976.071692
5,39,11091.65303
5,40,7217.401889
5,45,8414.716096
5,46,9235.980803
5,43,8458.849795
5,44,1693.002302
5,49,13267.81286
5,50,11985.23451
5,47,3995.6429
5,48,6271.772749
5,53,7782.524483
