TaskID,FinishTime
0,0.000000
1,52.000244
2,0.000000
3,17.435680
4,0.000000
5,-1.000000
6,0.000000
7,-1.000000
8,0.000000
9,30.199520
10,0.000000
11,-1.000000
12,0.000000
13,38.157761
14,0.000000
15,-1.000000
16,0.000000
17,-1.000000
18,0.000000
19,59.194885
20,0.000000
21,21.166080
22,0.000000
23,55.570160
24,0.000000
25,22.271202
26,0.000000
27,28.000160
28,0.000000
29,-1.000000
30,0.000000
31,79.900482
32,0.000000
33,26.229919
34,1.000000
35,-1.000000
36,1.000000
37,18.435680
38,-1.000000
39,-1.000000
40,1.000000
41,-1.000000
42,1.000000
43,28.712959
44,1.000000
45,39.157761
46,-1.000000
47,-1.000000
48,-1.000000
49,-1.000000
50,1.000000
51,11.583040
52,1.000000
53,21.784721
54,1.000000
55,25.331200
56,1.000000
57,39.157837
58,1.000000
59,5.000000
60,1.000000
61,-1.000000
62,1.000000
63,-1.000000
64,1.000000
65,11.583040
66,1.000000
67,25.331200
68,1.000000
69,13.000080
70,-1.000000
71,-1.000000
72,2.000000
73,19.435680
74,-1.000000
75,-1.000000
76,2.000000
77,12.583040
78,-1.000000
79,-1.000000
80,5.000000
81,-1.000000
82,2.000000
83,24.271202
84,2.000000
85,43.761444
86,-1.000000
87,-1.000000
88,2.000000
89,114.000717
90,2.000000
91,20.330399
92,-1.000000
93,-1.000000
94,2.000000
95,18.000080
96,2.000000
97,74.993591
98,2.000000
99,-1.000000
100,3.000000
101,9.928240
102,3.000000
103,7.000000
104,3.000000
105,13.583040
106,-1.000000
107,-1.000000
108,-1.000000
109,-1.000000
110,-1.000000
111,-1.000000
112,3.000000
113,19.000080
114,-1.000000
115,-1.000000
116,3.000000
117,-1.000000
118,-1.000000
119,-1.000000
120,3.000000
121,69.091202
122,3.000000
123,-1.000000
124,3.000000
125,24.166161
126,-1.000000
127,-1.000000
128,3.000000
129,110.629669
130,-1.000000
131,-1.000000
132,11.000000
133,42.241196
134,-1.000000
135,-1.000000
136,-1.000000
137,-1.000000
138,-1.000000
139,-1.000000
140,4.000000
141,40.660797
142,4.000000
143,46.142883
144,-1.000000
145,-1.000000
146,4.000000
147,21.435680
148,-1.000000
149,-1.000000
150,1.000000
151,-1.000000
152,4.000000
153,18.422241
154,-1.000000
155,-1.000000
156,-1.000000
157,-1.000000
158,5.000000
159,35.199524
160,-1.000000
161,-1.000000
162,-1.000000
163,-1.000000
164,5.000000
165,15.583040
166,-1.000000
167,-1.000000
168,-1.000000
169,-1.000000
170,-1.000000
171,-1.000000
172,5.000000
173,11.928240
174,5.000000
175,26.166161
176,5.000000
177,17.000080
178,5.000000
179,50.077919
180,5.000000
181,-1.000000
182,5.000000
183,22.435680
184,4.000000
185,42.157761
186,-1.000000
187,-1.000000
188,6.000000
189,22.000080
190,6.000000
191,45.395676
192,-1.000000
193,-1.000000
194,-1.000000
195,-1.000000
196,-1.000000
197,-1.000000
198,-1.000000
199,-1.000000
200,-1.000000
201,-1.000000
202,-1.000000
203,-1.000000
204,-1.000000
205,-1.000000
206,-1.000000
207,-1.000000
208,-1.000000
209,-1.000000
210,-1.000000
211,-1.000000
212,-1.000000
213,-1.000000
214,-1.000000
215,-1.000000
216,6.000000
217,18.000080
218,6.000000
219,-1.000000
220,-1.000000
221,-1.000000
222,-1.000000
223,-1.000000
224,-1.000000
225,-1.000000
226,7.000000
227,45.157761
228,-1.000000
229,-1.000000
230,-1.000000
231,-1.000000
232,-1.000000
233,-1.000000
234,7.000000
235,71.374237
236,7.000000
237,28.166161
238,7.000000
239,45.157837
240,-1.000000
241,-1.000000
242,-1.000000
243,-1.000000
244,-1.000000
245,-1.000000
246,-1.000000
