tpep_pickup_datetime,pickup_longitude,pickup_latitude
2016/3/1 18:00,-73.96404266,40.76765823
2016/3/1 18:00,-73.98188782,40.74602127
2016/3/1 18:00,-73.99481964,40.72059631
2016/3/1 18:00,-73.98239899,40.75733185
2016/3/1 18:00,-73.96894073,40.76684952
2016/3/1 18:00,-73.93771362,40.80401611
2016/3/1 18:00,-73.95972443,40.75915146
2016/3/1 18:00,-73.98241425,40.75138092
2016/3/1 18:00,-73.9716568,40.75724792
2016/3/1 18:00,-73.99427032,40.75100708
2016/3/1 18:00,-73.99508667,40.75998306
2016/3/1 18:00,-73.97348785,40.7569809
2016/3/1 18:00,-74.00418091,40.70749664
2016/3/1 18:00,-73.98097992,40.77949142
2016/3/1 18:00,-73.95119476,40.79772949
2016/3/1 18:00,-73.9912796,40.74991989
2016/3/1 18:00,-73.96907043,40.76419449
2016/3/1 18:00,-73.98658752,40.76678848
2016/3/1 18:00,-73.98583221,40.73825073
2016/3/1 18:00,-73.96177673,40.76452255
2016/3/1 18:00,-73.98542023,40.72740173
2016/3/1 18:00,-73.9980011,40.72264862
2016/3/1 18:00,-73.98056793,40.75408554
2016/3/1 18:00,-73.96020508,40.77629471
2016/3/1 18:00,-73.98207092,40.7786293
2016/3/1 18:00,-73.96478271,40.77264023
2016/3/1 18:00,-74.00654602,40.71041107
2016/3/1 18:00,-73.95198822,40.79302979
2016/3/1 18:00,-74.00749207,40.72599792
2016/3/1 18:00,-73.96153259,40.7711792
2016/3/1 18:00,-73.97771454,40.7612114
2016/3/1 18:00,-73.98233795,40.76368713
2016/3/1 18:00,-73.96736908,40.76063919
2016/3/1 18:00,-73.98170471,40.75703049
2016/3/1 18:00,-73.98291016,40.76216125
2016/3/1 18:00,-73.9835968,40.67218018
2016/3/1 18:00,-73.78272247,40.64432526
2016/3/1 18:00,-73.98033905,40.76107407
2016/3/1 18:00,-73.99745178,40.72431183
2016/3/1 18:00,-74.00260162,40.73963928
2016/3/1 18:00,-74.00756836,40.72839737
2016/3/1 18:00,-73.97265625,40.75785065
2016/3/1 18:00,-73.97275543,40.75630188
2016/3/1 18:00,-73.97978973,40.76060104
2016/3/1 18:00,-73.99429321,40.75091934
2016/3/1 18:00,-73.99353027,40.74182129
2016/3/1 18:00,-73.96923828,40.76088715
2016/3/1 18:00,-73.98738098,40.75169754
2016/3/1 18:00,-73.95188141,40.69953537
2016/3/1 18:00,-73.95503998,40.77939987
2016/3/1 18:00,-73.99478912,40.76517868
2016/3/1 18:00,-73.99851227,40.73316574
2016/3/1 18:00,-73.99430084,40.75090027
2016/3/1 18:00,-73.96689606,40.76968384
2016/3/1 18:00,-73.95440674,40.77833176
2016/3/1 18:00,-73.96401215,40.77373123
2016/3/1 18:00,-73.96677399,40.76716232
2016/3/1 18:00,-73.95590973,40.7821846
2016/3/1 18:00,-73.96157837,40.76537323
2016/3/1 18:00,-73.9818573,40.7661705
2016/3/1 18:00,-73.95822906,40.78129959
2016/3/1 18:00,-73.97746277,40.76305008
2016/3/1 18:00,-73.96063232,40.76562119
2016/3/1 18:00,-73.96781921,40.76948166
2016/3/1 18:00,-73.97457123,40.7416687
2016/3/1 18:00,-74.00595093,40.74002838
2016/3/1 18:00,-73.99118805,40.74906158
2016/3/1 18:00,-73.94494629,40.79409027
2016/3/1 18:00,-73.9872818,40.74074173
2016/3/1 18:00,-73.99125671,40.7350235
2016/3/1 18:00,-73.9610672,40.7607193
2016/3/1 18:00,-73.9786911,40.76190948
2016/3/1 18:00,-73.99230957,40.74925613
2016/3/1 18:00,-73.99466705,40.74041748
2016/3/1 18:00,-73.99416351,40.74351883
2016/3/1 18:00,-73.96868896,40.78675842
2016/3/1 18:00,-73.96921539,40.75514984
2016/3/1 18:00,-74.00796509,40.7232666
2016/3/1 18:00,-73.9988327,40.75457001
2016/3/1 18:00,-73.99716949,40.75230789
2016/3/1 18:00,-73.98032379,40.75020599
2016/3/1 18:00,-73.95513916,40.78562927
2016/3/1 18:00,-73.95348358,40.77949524
2016/3/1 18:00,-73.97919464,40.75371933
2016/3/1 18:00,-73.98206329,40.77410126
2016/3/1 18:00,-73.96109772,40.76991653
2016/3/1 18:00,-73.94669342,40.77207565
2016/3/1 18:00,-74.00096893,40.72579575
2016/3/1 18:00,-73.97035217,40.75840759
2016/3/1 18:00,-73.95845795,40.77289581
2016/3/1 18:00,-73.97006989,40.76272964
2016/3/1 18:00,-73.94759369,40.78342819
2016/3/1 18:00,-73.95342255,40.78356171
2016/3/1 18:00,-73.9256897,40.74752426
2016/3/1 18:00,-73.99416351,40.75098038
2016/3/1 18:00,-73.98841095,40.73622131
2016/3/1 18:00,-74.00443268,40.74876022
