tpep_dropoff_datetime,dropoff_longitude,dropoff_latitude
2016/3/1 18:08,-73.94629669,40.77703857
2016/3/1 18:05,-73.9489212,40.77495193
2016/3/1 18:47,-73.98960876,40.75891876
2016/3/1 18:14,-73.95477295,40.77062988
2016/3/1 18:06,-73.95501709,40.77511597
2016/3/1 18:09,-73.98912811,40.74163818
2016/3/1 18:10,-73.98809814,40.77704239
2016/3/1 18:05,-73.97238922,40.79401016
2016/3/1 18:42,-73.95532227,40.76806641
2016/3/1 18:33,-73.9641037,40.75471878
2016/3/1 18:09,-73.99529266,40.74953842
2016/3/1 18:26,-74.00028992,40.72726822
2016/3/1 18:11,-73.98635101,40.72649384
2016/3/1 18:34,-73.95819092,40.70409012
2016/3/1 18:05,-73.97902679,40.74031067
2016/3/1 18:38,-73.85797119,40.80574036
2016/3/1 18:04,-73.96284485,40.77499771
2016/3/1 18:32,-73.95095062,40.68315506
2016/3/1 18:18,-73.96874237,40.76654053
2016/3/1 18:06,-73.97707367,40.74700546
2016/3/1 18:15,-73.77809143,40.68461227
2016/3/1 18:30,-73.97761536,40.75440598
2016/3/1 18:10,-73.98810577,40.75925827
2016/3/1 18:06,-73.97982025,40.78606033
2016/3/1 18:06,-73.98233795,40.77249527
2016/3/1 18:18,-73.98870087,40.76358414
2016/3/1 18:19,-73.97412872,40.75203705
2016/3/1 18:13,-73.98514557,40.72052765
2016/3/1 18:17,-73.94931793,40.8276329
2016/3/1 18:16,-73.98007965,40.74592972
2016/3/1 18:04,-74.00296021,40.73990631
2016/3/1 18:20,-73.98058319,40.76408005
2016/3/1 18:17,-73.98740387,40.71608353
2016/3/1 18:16,-73.95774078,40.72213364
2016/3/1 18:27,-73.9812851,40.78629684
2016/3/1 18:09,-73.99449921,40.76018906
2016/3/1 18:11,-73.95209503,40.82401276
2016/3/1 18:06,-73.98394012,40.77416992
2016/3/1 18:17,-73.97103882,40.75990677
2016/3/1 18:05,-73.95554352,40.77259445
2016/3/1 18:22,-73.98213196,40.73189163
2016/3/1 18:28,-73.99057007,40.75748825
2016/3/1 18:40,-73.97853088,40.76203918
2016/3/1 18:07,-73.97943878,40.77262878
2016/3/1 18:07,-73.96892548,40.75431061
2016/3/1 18:04,-73.95350647,40.78038406
2016/3/1 18:07,-73.97830963,40.760746
2016/3/1 18:12,-73.9936142,40.74329758
2016/3/1 18:32,-73.97927856,40.78170013
2016/3/1 18:20,-73.97135162,40.76020432
2016/3/1 18:12,-73.98253632,40.7315712
2016/3/1 18:18,-73.99478912,40.71881104
2016/3/1 18:19,-73.95413971,40.78411865
2016/3/1 18:03,-74.00830841,40.72985077
2016/3/1 18:09,-73.97927856,40.76144791
2016/3/1 18:26,-73.975914,40.74969101
2016/3/1 18:08,-74.0059433,40.70803833
2016/3/1 18:14,-73.99045563,40.75599289
2016/3/1 18:06,-73.98179626,40.77340317
2016/3/1 18:14,-73.9875412,40.75631332
2016/3/1 18:09,-73.95004272,40.77609253
2016/3/1 18:37,-74.17721558,40.69291687
2016/3/1 18:08,-73.97873688,40.74277878
2016/3/1 18:26,-73.98277283,40.75675964
2016/3/1 18:11,-74.0089035,40.71074677
2016/3/1 18:30,-73.96060181,40.79711151
2016/3/1 18:17,-73.99003601,40.73856354
2016/3/1 18:15,-73.99234772,40.74812317
2016/3/1 18:08,-74.01274872,40.70349121
2016/3/1 18:07,-73.99285126,40.73024368
2016/3/1 18:03,-73.94541931,40.77432251
2016/3/1 18:29,-73.99489594,40.75607681
2016/3/1 18:14,-73.99665833,40.72312546
2016/3/1 18:21,-73.99247742,40.75348663
2016/3/1 18:20,-74.01590729,40.71529007
2016/3/1 18:26,-73.99863434,40.72973633
2016/3/1 18:16,-73.95214844,40.77302551
2016/3/1 18:36,-73.98669434,40.70209885
2016/3/1 18:12,-74.002388,40.75542068
2016/3/1 18:06,-73.99061584,40.72468948
2016/3/1 18:08,-73.99241638,40.75866699
2016/3/1 18:35,-73.99456024,40.69431686
2016/3/1 18:07,-74.00415039,40.73612976
2016/3/1 18:24,-74.01566315,40.71162033
2016/3/1 18:06,-73.97970581,40.75164795
2016/3/1 18:23,-73.98841095,40.77909851
2016/3/1 18:11,-73.99102783,40.74803925
2016/3/1 18:30,-73.98958588,40.77470398
2016/3/1 18:08,-73.96150208,40.76187134
2016/3/1 18:14,-73.97824097,40.74676132
2016/3/1 18:09,-74.01387787,40.71352386
2016/3/1 18:08,-73.96947479,40.7614212
2016/3/1 18:22,-73.97470856,40.7589798
2016/3/1 18:30,-73.98719788,40.71606445
2016/3/1 18:16,-73.95495605,40.77080917
2016/3/1 18:32,-73.9774704,40.75907135
2016/3/1 18:16,-73.96257782,40.76675034
2016/3/1 18:11,-73.97634888,40.75436783
2016/3/1 18:07,-74.0070343,40.70362091
2016/3/1 18:56,-73.97592163,40.6709404
2016/3/1 18:22,-73.97312927,40.7640419
2016/3/1 18:05,-73.99314117,40.73675156
2016/3/1 18:14,-73.97589111,40.75860977
2016/3/1 18:17,-73.97992706,40.78360367
2016/3/1 18:07,-73.98254395,40.75865173
2016/3/1 18:06,-73.95323944,40.77566147
2016/3/1 18:04,-74.0080719,40.73899078
2016/3/1 18:12,-73.96723938,40.75434113
2016/3/1 18:07,-73.94621277,40.77323532
2016/3/1 18:10,-73.99655914,40.75328064
2016/3/1 18:08,-73.98944855,40.75656509
2016/3/1 18:06,-73.99125671,40.74988937
2016/3/1 18:15,-73.99127197,40.73209
2016/3/1 18:22,-73.92680359,40.7710495
2016/3/1 18:11,-73.9813385,40.76903152
2016/3/1 18:04,-73.97640228,40.77593231
2016/3/1 18:19,-73.98763275,40.72938919
2016/3/1 18:08,-73.99359131,40.75396347
2016/3/1 18:25,-74.02819061,40.63067245
2016/3/1 18:26,-73.94782257,40.7751503
2016/3/1 18:13,-74.00790405,40.73813248
2016/3/1 18:13,-73.99245453,40.72400665
2016/3/1 18:06,-74.00151825,40.72629929
2016/3/1 18:13,-73.9475174,40.8050766
2016/3/1 18:01,-73.94570923,40.75167465
2016/3/1 18:11,-73.9910202,40.73268127
2016/3/1 18:16,-73.94377899,40.8013382
2016/3/1 18:14,-73.98748016,40.73574066
2016/3/1 18:16,-73.97660828,40.75211334
2016/3/1 18:13,-73.97744751,40.76269531
2016/3/1 18:10,-73.99185944,40.74385834
2016/3/1 18:12,-74.01222992,40.7168541
2016/3/1 18:12,-73.99398804,40.73942184
2016/3/1 18:13,-73.98408508,40.75236893
2016/3/1 18:24,-73.98326111,40.72621155
2016/3/1 18:12,-73.97531128,40.74148178
2016/3/1 18:16,-73.99382782,40.72814941
2016/3/1 18:05,-73.98554993,40.7592392
2016/3/1 18:24,-73.94148254,40.75160599
2016/3/1 18:12,-73.99165344,40.74922943
2016/3/1 18:22,-73.99188232,40.76445389
2016/3/1 18:35,-74.00428009,40.72264862
2016/3/1 18:09,-73.96373749,40.75953293
2016/3/1 18:11,-74.00775146,40.73199844
2016/3/1 18:15,-73.97319031,40.75814056
2016/3/1 18:15,-73.9747467,40.75196457
2016/3/1 18:12,-73.99084473,40.74459076
2016/3/1 18:14,-73.99660492,40.7445755
2016/3/1 18:14,-73.98547363,40.74789047
2016/3/1 18:23,-73.99363708,40.74997711
2016/3/1 18:14,-73.98293304,40.77671814
2016/3/1 18:13,-73.95571136,40.78472137
2016/3/1 18:17,-73.95713043,40.78602982
2016/3/1 18:12,-73.95513916,40.78517914
2016/3/1 18:11,-73.95617676,40.76882553
2016/3/1 18:03,-73.97442627,40.75252151
2016/3/1 18:12,-73.9611969,40.78017426
2016/3/1 18:08,-73.97734833,40.75204086
2016/3/1 18:12,-73.97452545,40.73308563
2016/3/1 18:17,-73.96018982,40.77859116
2016/3/1 18:21,-73.95441437,40.78385162
2016/3/1 18:20,-73.99715424,40.72570801
2016/3/1 18:10,-73.99092865,40.72817993
2016/3/1 18:44,-73.92268372,40.69974136
2016/3/1 18:12,-73.98144531,40.71680069
2016/3/1 18:14,-74.00578308,40.74112701
2016/3/1 18:47,-73.97422791,40.75616837
2016/3/1 18:42,-73.93125916,40.6973381
2016/3/1 18:17,-73.99185944,40.72729111
2016/3/1 18:10,-73.96669769,40.79352188
2016/3/1 18:12,-73.96048737,40.75821304
2016/3/1 18:34,-73.98809814,40.73154831
2016/3/1 18:09,-73.97844696,40.75226974
2016/3/1 18:08,-73.96950531,40.79764557
2016/3/1 18:44,-74.17720032,40.6951561
2016/3/1 18:19,-73.97480011,40.75785828
2016/3/1 18:21,-74.00361633,40.72913742
2016/3/1 18:04,-73.97106171,40.78292084
2016/3/1 18:10,-74.01022339,40.70874023
2016/3/1 18:04,-73.97956085,40.76068115
2016/3/1 18:07,-73.9752655,40.7559967
2016/3/1 18:08,-73.97105408,40.75115204
2016/3/1 18:28,-73.98509979,40.75674057
2016/3/1 18:27,-73.99681091,40.6826973
2016/3/1 18:14,-73.99323273,40.7570076
2016/3/1 18:14,-73.99156189,40.74911118
2016/3/1 18:17,-73.95854187,40.76234055
2016/3/1 18:11,-73.95600891,40.82228851
2016/3/1 18:44,-73.98426056,40.74578094
2016/3/1 18:14,-73.95246124,40.78474045
