RequestID,Cost,Reward,Wait_Time,Detour_Time
<<<<<<< HEAD
286,0.963214,80.852493,2.125000,0.000000
=======
286,0.989604,80.852493,2.125000,0.000000
>>>>>>> origin/master
287,0.000000,6.538380,0.000000,0.000000
288,0.000000,2.598090,0.000000,0.000000
289,0.000000,12.816090,0.000000,0.000000
290,0.000000,9.124200,0.000000,0.000000
291,0.000000,0.000000,0.000000,0.000000
292,0.000000,5.408370,0.000000,0.000000
293,0.000000,6.538380,0.000000,0.000000
294,0.000000,13.500060,0.000000,0.000000
295,0.000000,3.968640,0.000000,0.000000
296,0.000000,0.000000,0.000000,0.000000
297,0.000000,0.000000,0.000000,0.000000
298,0.000000,0.000000,0.000000,0.000000
299,0.000000,0.000000,0.000000,0.000000
300,0.000000,5.408370,0.000000,0.000000
301,0.000000,2.598090,0.000000,0.000000
302,0.781504,41.982689,1.572875,0.000000
303,0.000000,24.693268,0.000000,0.000000
304,0.000000,31.321140,0.000000,0.000000
305,0.000000,24.784229,0.000000,0.000000
306,0.000000,1.500000,0.000000,0.000000
307,0.000000,0.000000,0.000000,0.000000
308,0.000000,2.598090,0.000000,0.000000
309,0.000000,0.000000,0.000000,0.000000
310,0.000000,0.000000,0.000000,0.000000
311,0.000000,0.000000,0.000000,0.000000
312,0.000000,0.000000,0.000000,0.000000
313,0.000000,15.588539,0.000000,0.000000
<<<<<<< HEAD
314,1.190244,18.943769,1.469500,0.000000
=======
314,1.163854,18.943769,1.469500,0.000000
>>>>>>> origin/master
315,0.000000,15.803579,0.000000,0.000000
316,0.000000,7.937280,0.000000,0.000000
317,0.000000,0.000000,0.000000,0.000000
318,0.000000,0.000000,0.000000,0.000000
319,0.000000,1.500000,0.000000,0.000000
320,0.000000,20.838779,0.000000,0.000000
321,0.000000,1.500000,0.000000,0.000000
322,0.000000,0.000000,0.000000,0.000000
323,0.000000,3.000030,0.000000,0.000000
324,0.000000,28.618349,0.000000,0.000000
<<<<<<< HEAD
325,0.725958,43.339325,0.750000,0.000000
=======
325,0.718670,43.339325,0.750000,0.000000
>>>>>>> origin/master
326,0.000000,17.298931,0.000000,0.000000
327,0.000000,0.000000,0.000000,0.000000
328,0.000000,9.367530,0.000000,0.000000
329,0.000000,16.225080,0.000000,0.000000
330,0.000000,3.968640,0.000000,0.000000
331,0.000000,0.000000,0.000000,0.000000
332,0.000000,5.408340,0.000000,0.000000
333,0.000000,0.000000,0.000000,0.000000
334,0.000000,0.000000,0.000000,0.000000
335,0.000000,6.538380,0.000000,0.000000
336,0.000000,25.055099,0.000000,0.000000
337,0.000000,0.000000,0.000000,0.000000
338,0.000000,5.408370,0.000000,0.000000
<<<<<<< HEAD
339,1.089658,27.447031,1.969500,0.000000
=======
339,1.179388,27.447031,1.969500,0.000000
>>>>>>> origin/master
340,0.000000,1.500000,0.000000,0.000000
341,0.000000,18.186630,0.000000,0.000000
342,0.000000,0.000000,0.000000,0.000000
343,0.000000,3.000000,0.000000,0.000000
344,0.000000,0.000000,0.000000,0.000000
345,0.000000,12.990450,0.000000,0.000000
346,0.000000,1.500000,0.000000,0.000000
347,0.000000,0.000000,0.000000,0.000000
348,0.000000,7.937310,0.000000,0.000000
<<<<<<< HEAD
349,0.965545,66.158127,1.750000,0.430500
=======
349,0.929105,45.158009,1.375000,0.000000
>>>>>>> origin/master
350,0.000000,7.794270,0.000000,0.000000
351,0.000000,0.000000,0.000000,0.000000
352,0.000000,5.408370,0.000000,0.000000
353,0.000000,0.000000,0.000000,0.000000
354,0.000000,5.408340,0.000000,0.000000
355,0.000000,0.000000,0.000000,0.000000
356,0.000000,0.000000,0.000000,0.000000
<<<<<<< HEAD
357,1.284461,21.950388,1.969500,0.028500
=======
357,1.328029,31.317917,3.149000,0.028500
>>>>>>> origin/master
358,0.000000,0.000000,0.000000,0.000000
359,0.000000,2.598090,0.000000,0.000000
360,0.000000,12.278100,0.000000,0.000000
361,0.000000,1.500000,0.000000,0.000000
362,0.000000,0.000000,0.000000,0.000000
363,0.000000,0.000000,0.000000,0.000000
364,0.000000,4.500030,0.000000,0.000000
365,0.000000,6.873900,0.000000,0.000000
366,0.000000,0.000000,0.000000,0.000000
367,0.000000,9.124200,0.000000,0.000000
368,0.000000,23.430901,0.000000,0.000000
369,0.000000,0.000000,0.000000,0.000000
370,0.000000,0.000000,0.000000,0.000000
<<<<<<< HEAD
371,0.835327,60.490215,2.750000,0.000000
=======
371,0.912368,82.284065,3.286500,0.000000
>>>>>>> origin/master
372,0.000000,0.000000,0.000000,0.000000
373,0.000000,23.382811,0.000000,0.000000
374,0.000000,0.000000,0.000000,0.000000
375,0.000000,3.000030,0.000000,0.000000
376,0.000000,6.873900,0.000000,0.000000
377,0.000000,7.794270,0.000000,0.000000
378,0.000000,0.000000,0.000000,0.000000
379,0.000000,0.000000,0.000000,0.000000
380,0.000000,7.794270,0.000000,0.000000
381,0.000000,20.180550,0.000000,0.000000
382,0.000000,0.000000,0.000000,0.000000
383,1.198649,36.304798,1.308000,0.000000
384,0.000000,3.968640,0.000000,0.000000
385,0.000000,6.538380,0.000000,0.000000
386,0.000000,0.000000,0.000000,0.000000
387,0.000000,0.000000,0.000000,0.000000
388,0.000000,0.000000,0.000000,0.000000
389,0.000000,3.000030,0.000000,0.000000
390,0.000000,0.000000,0.000000,0.000000
391,0.000000,3.968640,0.000000,0.000000
392,0.000000,4.500030,0.000000,0.000000
393,0.000000,3.968640,0.000000,0.000000
394,0.000000,0.000000,0.000000,0.000000
395,0.000000,0.000000,0.000000,0.000000
396,1.087408,34.510563,2.375000,0.000000
397,0.000000,18.735090,0.000000,0.000000
398,0.000000,0.000000,0.000000,0.000000
399,0.000000,0.000000,0.000000,0.000000
400,0.000000,6.873900,0.000000,0.000000
401,0.000000,10.816710,0.000000,0.000000
402,0.000000,12.990450,0.000000,0.000000
403,0.000000,0.000000,0.000000,0.000000
404,0.000000,0.000000,0.000000,0.000000
405,0.000000,0.000000,0.000000,0.000000
406,0.000000,0.000000,0.000000,0.000000
407,0.000000,1.500000,0.000000,0.000000
408,0.000000,2.598090,0.000000,0.000000
<<<<<<< HEAD
409,1.006603,55.904251,1.250000,3.000000
=======
409,1.006603,54.404251,1.250000,3.000000
>>>>>>> origin/master
410,0.000000,0.000000,0.000000,0.000000
411,0.000000,5.408370,0.000000,0.000000
412,0.000000,0.000000,0.000000,0.000000
413,0.000000,4.500030,0.000000,0.000000
414,0.000000,3.000030,0.000000,0.000000
415,0.000000,0.000000,0.000000,0.000000
416,0.000000,10.816710,0.000000,0.000000
417,0.000000,6.873900,0.000000,0.000000
418,0.000000,0.000000,0.000000,0.000000
419,0.000000,3.968640,0.000000,0.000000
420,0.000000,3.000000,0.000000,0.000000
<<<<<<< HEAD
421,1.291235,14.006490,1.000000,0.000000
=======
421,1.204980,15.506490,1.250000,0.000000
>>>>>>> origin/master
422,0.000000,0.000000,0.000000,0.000000
423,0.000000,0.000000,0.000000,0.000000
424,0.000000,13.332390,0.000000,0.000000
425,0.000000,0.000000,0.000000,0.000000
426,0.000000,1.500000,0.000000,0.000000
427,0.000000,18.432419,0.000000,0.000000
428,0.000000,6.000030,0.000000,0.000000
429,0.000000,1.500000,0.000000,0.000000
430,0.000000,6.538380,0.000000,0.000000
431,0.000000,18.186661,0.000000,0.000000
432,0.000000,9.000060,0.000000,0.000000
433,0.000000,0.000000,0.000000,0.000000
434,0.519170,75.952774,1.424000,0.000000
435,0.000000,3.968640,0.000000,0.000000
436,0.000000,3.968640,0.000000,0.000000
437,0.000000,11.324820,0.000000,0.000000
438,0.000000,11.905951,0.000000,0.000000
439,0.000000,5.196180,0.000000,0.000000
440,0.000000,0.000000,0.000000,0.000000
441,0.000000,0.000000,0.000000,0.000000
442,0.000000,0.000000,0.000000,0.000000
443,0.000000,6.000030,0.000000,0.000000
<<<<<<< HEAD
444,1.151492,29.771832,1.687875,0.000000
=======
444,1.269952,24.575651,1.000000,0.000000
>>>>>>> origin/master
445,0.000000,0.000000,0.000000,0.000000
446,0.000000,6.000030,0.000000,0.000000
447,0.000000,2.598090,0.000000,0.000000
448,0.000000,0.000000,0.000000,0.000000
449,0.000000,3.000030,0.000000,0.000000
450,0.000000,5.196180,0.000000,0.000000
451,0.000000,20.838779,0.000000,0.000000
452,0.000000,1.500000,0.000000,0.000000
453,0.000000,0.000000,0.000000,0.000000
454,0.000000,10.392360,0.000000,0.000000
455,0.000000,6.873900,0.000000,0.000000
456,0.000000,6.000030,0.000000,0.000000
457,0.000000,4.500030,0.000000,0.000000
<<<<<<< HEAD
458,0.391652,21.160231,0.000000,3.072000
=======
458,0.391645,21.160231,0.000000,0.072000
>>>>>>> origin/master
459,0.000000,0.000000,0.000000,0.000000
460,0.000000,4.500030,0.000000,0.000000
461,0.000000,1.500000,0.000000,0.000000
462,0.000000,3.000000,0.000000,0.000000
463,0.000000,0.000000,0.000000,0.000000
464,0.000000,3.968640,0.000000,0.000000
465,0.000000,0.000000,0.000000,0.000000
466,0.784020,10.507020,0.741000,1.240500
467,0.000000,0.000000,0.000000,0.000000
468,0.000000,45.398521,0.000000,0.000000
469,0.000000,7.500030,0.000000,0.000000
470,0.000000,8.351700,0.000000,0.000000
471,0.000000,3.000000,0.000000,0.000000
<<<<<<< HEAD
472,0.000000,0.000000,0.000000,0.000000
473,0.000000,5.408340,0.000000,0.000000
=======
472,0.000000,6.873900,0.000000,0.000000
473,0.000000,0.000000,0.000000,0.000000
>>>>>>> origin/master
474,0.000000,13.076790,0.000000,0.000000
475,0.000000,0.000000,0.000000,0.000000
476,0.000000,0.000000,0.000000,0.000000
477,0.000000,4.500030,0.000000,0.000000
478,0.939719,32.513821,1.933000,5.870250
479,0.000000,10.816710,0.000000,0.000000
480,0.000000,0.000000,0.000000,0.000000
481,0.000000,5.408370,0.000000,0.000000
482,0.000000,0.000000,0.000000,0.000000
483,0.000000,0.000000,0.000000,0.000000
484,0.000000,0.000000,0.000000,0.000000
485,0.000000,4.500030,0.000000,0.000000
486,0.000000,0.000000,0.000000,0.000000
487,0.000000,0.000000,0.000000,0.000000
488,0.000000,5.196180,0.000000,0.000000
<<<<<<< HEAD
489,0.805231,43.325279,1.000000,0.000000
=======
489,0.841676,41.859722,1.000000,5.469000
>>>>>>> origin/master
490,0.000000,0.000000,0.000000,0.000000
491,0.000000,0.000000,0.000000,0.000000
492,0.000000,16.904249,0.000000,0.000000
493,0.000000,20.838779,0.000000,0.000000
494,0.000000,0.000000,0.000000,0.000000
495,0.000000,6.538380,0.000000,0.000000
496,0.000000,7.500030,0.000000,0.000000
497,0.000000,0.000000,0.000000,0.000000
498,0.000000,3.000030,0.000000,0.000000
499,0.000000,10.816710,0.000000,0.000000
500,0.000000,0.000000,0.000000,0.000000
<<<<<<< HEAD
501,0.842632,31.496941,1.183000,3.531750
=======
501,0.958335,31.496941,1.183000,0.000000
>>>>>>> origin/master
502,0.000000,33.808498,0.000000,0.000000
503,0.000000,0.000000,0.000000,0.000000
504,0.000000,0.000000,0.000000,0.000000
505,0.000000,3.968640,0.000000,0.000000
506,0.000000,6.538380,0.000000,0.000000
507,0.000000,0.000000,0.000000,0.000000
508,0.000000,0.000000,0.000000,0.000000
509,0.000000,22.096531,0.000000,0.000000
510,0.000000,0.000000,0.000000,0.000000
511,0.000000,10.500060,0.000000,0.000000
512,0.000000,6.538380,0.000000,0.000000
513,1.036280,59.972488,1.687875,6.627000
514,0.000000,15.660570,0.000000,0.000000
515,0.000000,16.904221,0.000000,0.000000
516,0.000000,0.000000,0.000000,0.000000
517,0.000000,5.196180,0.000000,0.000000
518,0.000000,0.000000,0.000000,0.000000
519,0.000000,9.124200,0.000000,0.000000
520,0.000000,0.000000,0.000000,0.000000
521,0.000000,0.000000,0.000000,0.000000
522,0.000000,1.500000,0.000000,0.000000
523,0.000000,0.000000,0.000000,0.000000
524,0.000000,2.598090,0.000000,0.000000
<<<<<<< HEAD
525,1.229481,33.995277,0.750000,4.227750
=======
525,1.175617,33.995277,0.750000,4.227750
>>>>>>> origin/master
526,0.000000,0.000000,0.000000,0.000000
527,0.000000,1.500000,0.000000,0.000000
528,0.000000,3.000000,0.000000,0.000000
529,0.000000,3.000030,0.000000,0.000000
530,0.000000,14.309160,0.000000,0.000000
531,0.000000,0.000000,0.000000,0.000000
532,0.000000,15.660540,0.000000,0.000000
533,0.000000,0.000000,0.000000,0.000000
534,0.000000,22.198111,0.000000,0.000000
535,0.000000,6.538380,0.000000,0.000000
536,0.000000,5.196180,0.000000,0.000000
537,0.733940,30.421291,1.683000,0.000000
538,0.000000,0.000000,0.000000,0.000000
539,0.000000,0.000000,0.000000,0.000000
540,0.000000,10.816710,0.000000,0.000000
541,0.000000,0.000000,0.000000,0.000000
542,0.000000,2.598090,0.000000,0.000000
543,0.000000,1.500000,0.000000,0.000000
544,0.000000,0.000000,0.000000,0.000000
545,0.000000,0.000000,0.000000,0.000000
546,0.000000,1.500000,0.000000,0.000000
547,0.000000,1.500000,0.000000,0.000000
548,0.000000,0.000000,0.000000,0.000000
<<<<<<< HEAD
549,1.016203,50.053528,1.125000,8.858999
=======
549,1.045358,56.591908,1.786500,8.858999
>>>>>>> origin/master
550,0.000000,5.408370,0.000000,0.000000
551,0.000000,0.000000,0.000000,0.000000
552,0.000000,4.500030,0.000000,0.000000
553,0.000000,10.500060,0.000000,0.000000
554,0.000000,1.500000,0.000000,0.000000
555,0.000000,0.000000,0.000000,0.000000
556,0.000000,0.000000,0.000000,0.000000
557,0.000000,9.124200,0.000000,0.000000
<<<<<<< HEAD
558,1.557650,67.533066,4.543750,0.000000
=======
558,1.484848,60.994690,3.735750,0.000000
>>>>>>> origin/master
559,0.000000,3.000030,0.000000,0.000000
560,0.000000,0.000000,0.000000,0.000000
561,0.000000,0.000000,0.000000,0.000000
562,0.000000,13.332359,0.000000,0.000000
563,0.000000,18.186630,0.000000,0.000000
564,0.000000,4.500030,0.000000,0.000000
565,0.000000,3.968640,0.000000,0.000000
566,0.000000,0.000000,0.000000,0.000000
567,0.745464,14.373930,0.250000,0.170250
<<<<<<< HEAD
568,0.000000,0.000000,0.000000,0.000000
569,0.000000,7.794270,0.000000,0.000000
570,0.000000,0.000000,0.000000,0.000000
=======
568,0.000000,4.500030,0.000000,0.000000
569,0.000000,7.794270,0.000000,0.000000
570,0.000000,2.598090,0.000000,0.000000
>>>>>>> origin/master
571,0.000000,0.000000,0.000000,0.000000
572,0.000000,0.000000,0.000000,0.000000
573,0.000000,0.000000,0.000000,0.000000
